Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Protocol,Experimental Condition [Imaging Type],Comment [Gene Identifier] 1,Comment [Gene Symbol] 1,Comment [Gene Identifier] 2,Comment [Gene Symbol] 2,Comment [Genetic Background],Comment [Genetic Background Identifier],Comment [Gene Annotation Comments],Comment [Image File Path],Comment [Image File Type],Channels,Comment [Experimental Conclusion]
Figure 5F,A4_S5_0005xx.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5F - Post-meiosis II EM sections,Raw,,Serial TEM sections of a young post-anaphase II cell depicting the nuclear envelope-bound region outside the gamete plasma membranes.
Figure 5 - Supplement 1A,171207_Heh13xGFPMovies01_17_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YML034W,Heh1,YDR224C,Htb1,WT,,SGD,/Figure 5 - Supplement 1/A - Heh1-3xeGFP Htb1-mCherry,Deconvolved,"FITC = Heh1-3xeGFP, mCherry = Htb1-mCherry",Inner nuclear membrane protein Heh1 localizes to nascent gamete nuclei during anaphase II in young cells.
Figure 5 - Supplement 1A,171207_Heh13xGFPMovies01_17_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YML034W,Heh1,YDR224C,Htb1,WT,,SGD,/Figure 5 - Supplement 1/A - Heh1-3xeGFP Htb1-mCherry,Raw,"FITC = Heh1-3xeGFP, mCherry = Htb1-mCherry",Inner nuclear membrane protein Heh1 localizes to nascent gamete nuclei during anaphase II in young cells.
Figure 5 - Supplement 1A,171207_Heh13xGFPMovies01_17_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YML034W,Heh1,YDR224C,Htb1,WT,,SGD,/Figure 5 - Supplement 1/A - Heh1-3xeGFP Htb1-mCherry,Deconvolved z-projected,"FITC = Heh1-3xeGFP, mCherry = Htb1-mCherry",Inner nuclear membrane protein Heh1 localizes to nascent gamete nuclei during anaphase II in young cells.
Figure 5 - Supplement 1A,171207_Heh13xGFPMovies01_17_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YML034W,Heh1,YDR224C,Htb1,WT,,SGD,/Figure 5 - Supplement 1/A - Heh1-3xeGFP Htb1-mCherry,Reference,Bright-field,Inner nuclear membrane protein Heh1 localizes to nascent gamete nuclei during anaphase II in young cells.
Figure 5 - Supplement 1B,171207_Heh13xGFPMovies01_06_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5 - Supplement 1/B - Heh1-3xeGFP + Nup49-mCherry,Deconvolved,"FITC = Heh1-3xeGFP, mCherry = Nup49-mCherry",Inner nuclear membrane protein Heh1 localizes to the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5 - Supplement 1B,171207_Heh13xGFPMovies01_06_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5 - Supplement 1/B - Heh1-3xeGFP + Nup49-mCherry,Raw,"FITC = Heh1-3xeGFP, mCherry = Nup49-mCherry",Inner nuclear membrane protein Heh1 localizes to the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5 - Supplement 1B,171207_Heh13xGFPMovies01_06_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5 - Supplement 1/B - Heh1-3xeGFP + Nup49-mCherry,Deconvolved z-projected,"FITC = Heh1-3xeGFP, mCherry = Nup49-mCherry",Inner nuclear membrane protein Heh1 localizes to the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5 - Supplement 1B,171207_Heh13xGFPMovies01_06_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5 - Supplement 1/B - Heh1-3xeGFP + Nup49-mCherry,Reference,Bright-field,Inner nuclear membrane protein Heh1 localizes to the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5 - Supplement 2,highmag_A5_S5_0001xx.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5 - Supplement 2/Early anaphase II EM sections,Raw,,Serial TEM sections of a young early anaphase II cell depicting the nuclear envelope-bound region outside the gamete plasma membranes.
Figure 5 - Supplement 2,highmag_A5_S5_0003xx.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5 - Supplement 2/Early anaphase II EM sections,Raw,,Serial TEM sections of a young early anaphase II cell depicting the nuclear envelope-bound region outside the gamete plasma membranes.
Figure 6A,12342_highC_t6_02_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t6_02_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t6_02_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t6_02_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Reference,Bright-field,A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t6_05_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t6_05_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t6_05_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t6_05_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Reference,Bright-field,A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t6_11_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t6_11_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t6_11_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t6_11_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Reference,Bright-field,A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t7_03_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t7_03_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t7_03_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t7_03_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Reference,Bright-field,A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t8_02_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t8_02_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t8_02_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t8_02_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Reference,Bright-field,A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t8_05_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t8_05_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t8_05_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6A,12342_highC_t8_05_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6/6A - yeGFP-Spo20 Nup49-mCherry,Reference,Bright-field,A nucleoporin mass is excluded from the developing gametes during anaphase II in young cells.
Figure 6B,12436_highC_t6_01_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Deconvolved,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t6_01_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Raw,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t6_01_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Deconvolved z-projected,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t6_01_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Reference,Bright-field,The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t7_03_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Deconvolved,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t7_03_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Raw,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t7_03_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Deconvolved z-projected,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t7_03_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Reference,Bright-field,The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t7_04_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Deconvolved,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t7_04_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Raw,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t7_04_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Deconvolved z-projected,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t7_04_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Reference,Bright-field,The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t8_05_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Deconvolved,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t8_05_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Raw,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t8_05_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Deconvolved z-projected,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6B,12436_highC_t8_05_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 6/6B - Don1-GFP Nup49-mCherry,Reference,Bright-field,The leading edge complex marker Don1 demarcates the sequestered nucleoporin mass during anaphase II in young cells.
Figure 6C+6D,6C+6D_0603207Hsp104Meiosis01_01_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YMR017W,Spo20,YLL026W,Hsp104,flo8Δ,YER109C,SGD,/Figure 6/Figure 6C+6D,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Hsp104-mCherry",Protein aggregates in aged cells are excluded from the developing gametes in greater than 99% of cells.
Figure 6C+6D,6C+6D_0603207Hsp104Meiosis01_01_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YMR017W,Spo20,YLL026W,Hsp104,flo8Δ,YER109C,SGD,/Figure 6/Figure 6C+6D,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Hsp104-mCherry",Protein aggregates in aged cells are excluded from the developing gametes in greater than 99% of cells.
Figure 6C+6D,6C+6D_0603207Hsp104Meiosis01_01_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YMR017W,Spo20,YLL026W,Hsp104,flo8Δ,YER109C,SGD,/Figure 6/Figure 6C+6D,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Hsp104-mCherry",Protein aggregates in aged cells are excluded from the developing gametes in greater than 99% of cells.
Figure 6C+6D,6C+6D_0603207Hsp104Meiosis01_01_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YMR017W,Spo20,YLL026W,Hsp104,flo8Δ,YER109C,SGD,/Figure 6/Figure 6C+6D,Reference,Bright-field,Protein aggregates in aged cells are excluded from the developing gametes in greater than 99% of cells.
Figure 6 - Supplement 1A,171101_LeadingEdgeDeletionPSMMovies01_01_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YDR224C,Htb1,WT,,SGD,/Figure 6 - Supplement 1/A - yeGFP-Spo20 Htb1-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Htb1-mCherry",Dynamic localization of gamete plasma membranes relative to dividing chromosomes (marked by Htb1) in young cells.
Figure 6 - Supplement 1A,171101_LeadingEdgeDeletionPSMMovies01_01_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YDR224C,Htb1,WT,,SGD,/Figure 6 - Supplement 1/A - yeGFP-Spo20 Htb1-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Htb1-mCherry",Dynamic localization of gamete plasma membranes relative to dividing chromosomes (marked by Htb1) in young cells.
Figure 6 - Supplement 1A,171101_LeadingEdgeDeletionPSMMovies01_01_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YDR224C,Htb1,WT,,SGD,/Figure 6 - Supplement 1/A - yeGFP-Spo20 Htb1-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Htb1-mCherry",Dynamic localization of gamete plasma membranes relative to dividing chromosomes (marked by Htb1) in young cells.
Figure 6 - Supplement 1A,171101_LeadingEdgeDeletionPSMMovies01_01_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YDR224C,Htb1,WT,,SGD,/Figure 6 - Supplement 1/A - yeGFP-Spo20 Htb1-mCherry,Reference,Bright-field,Dynamic localization of gamete plasma membranes relative to dividing chromosomes (marked by Htb1) in young cells.
Figure 6 - Supplement 1B,170707_Spo20andDon1Movies01_07_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6 - Supplement 1/B - yeGFP-Spo20 + Nup49-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry",Dynamic localization of gamete plasma membranes relative to the sequestered nucleoporin Nup49 in young cells.
Figure 6 - Supplement 1B,170707_Spo20andDon1Movies01_07_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6 - Supplement 1/B - yeGFP-Spo20 + Nup49-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry",Dynamic localization of gamete plasma membranes relative to the sequestered nucleoporin Nup49 in young cells.
Figure 6 - Supplement 1B,170707_Spo20andDon1Movies01_07_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6 - Supplement 1/B - yeGFP-Spo20 + Nup49-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry",Dynamic localization of gamete plasma membranes relative to the sequestered nucleoporin Nup49 in young cells.
